datetime,station,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,PI
2016-01-21,Changping,106.4,131.9,18.4,73.6,2416.7,10.1,-5.2,1024.4,-11.4,0.0,1.5,9.45
2016-01-22,Changping,10.7,51.5,6.5,27.2,587.5,47.2,-10.5,1033.6,-28.1,0.0,3.9,1.77
2016-01-23,Changping,8.7,43.3,4.8,14.0,741.7,56.0,-15.0,1034.9,-32.2,0.0,4.1,1.46
2016-01-24,Changping,10.8,78.7,5.7,17.3,362.5,45.9,-9.6,1030.3,-26.9,0.0,7.2,2.39
2016-01-25,Changping,17.1,28.7,12.0,31.1,262.5,44.1,-2.2,1021.2,-23.5,0.0,6.3,1.88
2016-01-26,Changping,30.0,63.7,20.5,51.0,937.5,33.6,-2.2,1019.0,-21.6,0.0,3.3,3.13
2016-01-27,Changping,70.1,91.5,30.4,82.2,2033.3,10.5,-3.2,1018.3,-17.9,0.0,1.2,6.57
2016-01-28,Changping,81.7,91.3,28.8,74.6,1600.0,19.9,-1.8,1020.3,-17.0,0.0,1.4,7.41
2016-01-29,Changping,79.2,84.2,32.1,75.5,2337.5,10.3,-4.3,1025.6,-15.7,0.0,1.6,7.22
2016-01-30,Changping,31.4,31.4,15.8,49.9,950.0,32.5,-5.4,1026.3,-21.5,0.0,1.8,3.05
2016-01-31,Changping,13.1,13.1,8.8,33.4,616.7,51.5,-4.0,1028.1,-22.3,0.0,3.7,1.9
2016-02-01,Changping,11.0,16.8,7.9,32.8,529.2,51.2,-1.3,1026.6,-19.1,0.0,3.6,1.86
2016-02-02,Changping,14.7,21.9,10.0,34.3,620.8,54.6,0.3,1021.5,-19.2,0.0,2.8,2.0
2016-02-03,Changping,36.8,47.5,21.3,53.2,1304.2,38.7,0.6,1018.7,-17.9,0.0,2.4,3.6
2016-02-04,Changping,11.7,20.5,7.6,33.5,529.2,62.8,0.9,1021.6,-18.7,0.0,2.6,1.93
2016-02-05,Changping,10.7,33.9,7.9,33.0,445.8,57.6,-0.4,1021.9,-18.3,0.0,4.5,1.93
2016-02-06,Changping,16.9,30.9,11.0,38.8,745.8,52.2,0.8,1019.8,-17.6,0.0,2.4,2.28
2016-02-07,Changping,34.4,79.0,16.7,36.7,729.2,52.6,2.2,1010.8,-16.8,0.0,3.0,3.4
2016-02-08,Changping,155.4,195.0,43.6,46.2,1283.3,44.6,5.2,1005.8,-13.7,0.0,2.8,13.43
2016-02-09,Changping,42.3,56.0,19.4,49.2,1195.8,42.7,4.5,1012.0,-11.2,0.0,1.6,4.03
2016-02-10,Changping,73.1,83.4,32.6,64.2,2158.3,30.2,2.9,1009.0,-12.0,0.0,1.3,6.7
2016-02-11,Changping,160.8,177.6,36.2,84.7,3829.2,5.4,4.2,1007.5,-2.6,0.0,0.8,14.05
2016-02-12,Changping,136.3,142.9,9.8,64.6,2458.3,17.5,4.2,1007.1,0.9,0.2,1.2,11.73
2016-02-13,Changping,10.5,11.7,4.4,34.3,370.8,51.9,0.2,1017.4,-12.3,0.0,4.1,1.88
2016-02-14,Changping,9.9,20.7,3.2,27.2,641.7,57.3,-4.8,1022.9,-21.0,0.0,4.7,1.59
2016-02-15,Changping,8.8,64.3,3.3,25.8,358.3,54.7,-0.6,1016.8,-18.0,0.0,5.4,2.06
2016-02-16,Changping,7.8,50.3,3.6,25.5,333.3,59.4,3.7,1013.6,-14.2,0.0,5.2,1.69
2016-02-17,Changping,29.1,36.7,13.7,48.0,833.3,40.8,4.9,1012.6,-12.0,0.0,1.7,2.88
2016-02-18,Changping,13.5,36.7,6.3,39.4,525.0,57.6,5.3,1011.5,-16.1,0.0,3.4,2.27
2016-02-19,Changping,21.3,43.5,7.4,38.6,750.0,44.8,2.4,1019.4,-16.2,0.0,2.5,2.34
2016-02-20,Changping,15.0,27.9,8.6,25.8,635.4,54.3,-0.4,1021.0,-20.4,0.0,3.4,1.63
2016-02-21,Changping,61.7,93.6,19.7,60.7,1179.2,30.3,-0.4,1016.9,-13.3,0.0,1.8,5.73
2016-02-22,Changping,60.8,88.8,11.5,68.8,1083.3,36.0,1.8,1018.6,-13.8,0.0,2.8,5.67
2016-02-23,Changping,12.5,33.7,7.2,31.0,468.8,56.2,-1.3,1029.0,-19.5,0.0,2.2,1.85
2016-02-24,Changping,24.0,53.3,9.9,38.3,862.5,42.2,-0.6,1025.5,-18.1,0.0,2.4,2.47
2016-02-25,Changping,23.6,49.6,13.1,45.1,779.2,34.7,0.9,1023.1,-17.2,0.0,2.0,2.7
2016-02-26,Changping,30.9,55.3,13.9,50.8,820.8,42.9,2.4,1016.5,-15.5,0.0,1.8,3.11
2016-02-27,Changping,17.1,28.5,10.1,46.6,556.2,48.5,3.8,1015.4,-9.0,0.0,2.1,2.62
2016-02-28,Changping,29.9,48.6,4.8,46.7,654.2,44.5,0.8,1021.0,-13.6,0.0,3.0,2.94
2016-02-29,Changping,33.7,50.5,13.2,48.7,691.7,40.8,-0.4,1023.7,-16.7,0.0,1.9,3.28
2016-03-01,Changping,95.2,123.5,23.2,86.6,1670.8,17.1,2.5,1014.5,-11.9,0.0,1.2,8.63
2016-03-02,Changping,129.7,151.7,24.2,99.7,1893.8,24.8,8.3,1007.0,-7.7,0.0,1.6,11.54
2016-03-03,Changping,225.8,253.1,32.6,114.7,3187.5,25.7,8.0,1003.6,-2.0,0.0,1.2,19.58
2016-03-04,Changping,291.9,325.4,27.0,116.1,4108.3,11.1,7.2,1008.6,0.4,0.0,1.3,24.98
2016-03-05,Changping,43.5,316.7,3.9,55.8,529.2,54.4,8.6,1010.7,-14.6,0.0,3.8,9.2
2016-03-06,Changping,54.2,182.2,19.5,83.0,1241.7,24.0,5.3,1008.4,-11.0,0.0,1.2,6.05
2016-03-07,Changping,25.0,86.3,6.4,57.9,795.8,45.6,5.4,1012.9,-15.6,0.0,3.8,3.44
2016-03-08,Changping,8.9,26.5,3.3,28.8,366.7,60.2,1.6,1021.6,-24.0,0.0,3.2,1.67
2016-03-09,Changping,11.0,31.6,4.2,35.4,537.5,53.9,0.9,1024.2,-22.8,0.0,3.5,2.02
2016-03-10,Changping,11.6,69.0,4.8,31.2,466.7,47.5,1.8,1021.6,-20.1,0.0,3.2,2.24
2016-03-11,Changping,20.2,46.9,3.6,33.8,575.0,53.5,3.3,1014.8,-18.5,0.0,2.3,2.1
2016-03-12,Changping,87.4,131.2,20.5,81.0,1675.0,16.5,2.1,1009.0,-11.5,0.0,1.2,8.01
2016-03-13,Changping,19.4,39.2,6.1,37.7,579.2,58.0,6.7,1015.0,-15.1,0.0,2.9,2.27
2016-03-14,Changping,56.7,99.7,13.6,62.8,1237.5,32.0,7.1,1013.1,-11.6,0.0,1.5,5.36
2016-03-15,Changping,107.7,170.1,27.2,85.1,1685.4,21.1,7.9,1008.2,-7.5,0.0,1.4,9.79
2016-03-16,Changping,198.7,254.9,26.2,94.8,1983.3,37.5,8.6,1007.0,-1.9,0.0,1.2,17.28
2016-03-17,Changping,260.1,282.2,20.3,113.7,2345.8,38.9,9.8,1002.9,1.4,0.0,1.1,22.28
2016-03-18,Changping,127.5,146.5,9.7,56.6,1183.3,50.9,13.9,1003.0,-4.6,0.0,1.9,11.01
2016-03-19,Changping,39.4,100.3,9.7,54.5,950.0,38.2,10.7,1012.8,-4.5,0.0,1.9,3.94
2016-03-20,Changping,49.0,97.1,7.5,54.9,787.5,38.1,11.5,1016.3,-4.5,0.0,1.5,4.66
2016-03-21,Changping,84.6,140.1,11.7,68.2,1008.3,58.0,11.9,1012.9,-3.3,0.0,1.4,7.74
2016-03-22,Changping,86.1,182.6,16.5,70.2,1162.5,33.0,13.1,1012.8,-1.4,0.0,1.3,8.01
2016-03-23,Changping,7.8,18.2,2.0,19.5,306.2,74.5,10.3,1022.1,-13.8,0.0,2.8,1.21
2016-03-24,Changping,8.4,13.3,3.7,23.2,416.7,63.0,8.9,1022.6,-13.9,0.0,2.1,1.36
2016-03-25,Changping,8.8,15.6,2.4,22.4,441.7,72.6,10.2,1019.1,-12.6,0.0,2.2,1.35
2016-03-26,Changping,8.5,25.1,5.1,23.0,454.2,65.3,13.4,1015.4,-11.3,0.0,2.9,1.41
2016-03-27,Changping,12.5,41.4,6.1,38.5,585.4,54.3,14.9,1009.4,-13.6,0.0,2.4,2.23
2016-03-28,Changping,38.0,158.4,8.9,64.9,833.3,30.4,13.6,1002.6,-7.8,0.0,1.9,5.08
2016-03-29,Changping,12.2,47.7,3.0,34.4,447.9,61.0,16.2,1006.6,-6.6,0.0,2.9,2.05
2016-03-30,Changping,20.7,70.9,7.2,43.8,585.4,55.6,15.5,1007.1,-7.3,0.0,2.0,2.68
2016-03-31,Changping,114.2,229.0,29.5,80.0,1370.8,61.3,15.1,998.2,2.4,0.0,2.0,10.55
2016-04-01,Changping,27.9,152.0,5.8,31.6,345.8,56.5,17.2,999.7,0.5,0.0,3.6,4.59
2016-04-02,Changping,7.3,26.5,2.4,20.2,337.5,71.8,14.7,1011.0,-9.8,0.0,3.1,1.27
2016-04-03,Changping,14.2,46.7,3.6,28.7,495.8,59.6,14.3,1011.9,-11.9,0.0,1.8,1.81
2016-04-04,Changping,46.3,93.4,6.2,44.6,654.2,66.1,14.1,1003.1,-2.4,0.0,1.9,4.41
2016-04-05,Changping,76.9,130.3,12.5,48.9,854.2,82.0,15.5,1003.0,1.5,0.0,2.1,7.01
2016-04-06,Changping,97.8,162.5,27.2,81.3,2108.3,42.0,13.9,1000.5,1.5,0.0,1.3,9.02
2016-04-07,Changping,43.6,117.5,5.4,35.2,608.3,53.8,17.6,1002.5,-6.0,0.0,2.9,4.2
2016-04-08,Changping,12.9,74.8,4.0,31.2,529.2,67.4,18.2,1004.4,-15.0,0.0,3.5,2.44
2016-04-09,Changping,37.8,229.8,7.0,51.4,837.5,45.9,16.9,1000.4,-3.9,0.0,2.6,6.86
2016-04-10,Changping,46.0,204.5,6.7,48.4,879.2,58.6,13.6,1008.0,-6.7,0.0,2.4,6.3
2016-04-11,Changping,33.9,128.6,8.1,47.8,681.2,51.8,11.0,1008.6,-5.3,0.0,2.8,4.18
2016-04-12,Changping,75.0,79.4,3.0,53.8,762.5,30.5,11.0,998.7,6.3,0.2,1.5,6.58
2016-04-13,Changping,82.2,119.0,5.0,46.8,645.8,43.6,16.7,995.5,-0.1,0.0,2.7,7.27
2016-04-14,Changping,27.0,106.5,2.8,27.7,429.2,73.5,17.8,1005.2,-4.4,0.0,2.6,3.4
2016-04-15,Changping,51.0,89.2,12.3,58.7,904.2,36.8,15.2,1003.2,1.3,0.0,1.8,4.84
2016-04-16,Changping,27.8,99.0,2.2,26.6,329.2,55.2,15.4,1001.2,-1.0,0.0,3.7,3.17
2016-04-17,Changping,12.5,44.9,3.2,26.4,454.2,60.0,15.1,1001.9,-7.8,0.0,4.4,1.67
2016-04-18,Changping,15.1,31.2,2.3,19.7,477.1,63.8,14.5,1003.9,-6.0,0.0,2.3,1.56
2016-04-19,Changping,68.0,103.2,14.9,62.4,1283.3,26.8,12.4,1007.3,1.4,0.0,1.9,6.25
2016-04-20,Changping,79.0,100.4,7.5,45.8,647.9,62.6,18.4,1002.9,2.7,0.0,1.6,6.98
2016-04-21,Changping,75.3,82.3,5.1,43.1,552.1,66.1,20.2,994.7,-1.5,0.0,2.7,6.6
2016-04-22,Changping,34.4,42.5,2.1,22.0,395.8,75.5,19.7,1000.1,-13.5,0.0,3.9,3.13
2016-04-23,Changping,21.5,64.1,2.6,21.6,341.7,69.0,17.6,1004.9,-12.3,0.0,2.7,2.19
2016-04-24,Changping,83.7,136.5,14.7,62.8,891.7,56.0,16.8,1001.6,0.9,0.0,1.7,7.63
2016-04-25,Changping,99.7,138.9,10.2,35.8,643.8,95.0,20.8,1002.5,9.7,0.0,2.8,8.74
2016-04-26,Changping,93.5,124.6,19.0,50.5,1266.7,87.5,18.1,1007.1,4.5,0.0,1.9,8.35
2016-04-27,Changping,90.5,102.2,6.4,64.7,914.6,49.2,15.3,1005.3,7.2,0.0,1.3,8.0
2016-04-28,Changping,76.6,89.8,5.7,51.4,854.2,81.4,18.3,1004.9,7.6,0.1,2.0,6.83
2016-04-29,Changping,115.9,126.4,11.3,52.2,1141.7,86.0,17.3,999.0,8.3,0.0,1.6,10.07
2016-04-30,Changping,131.9,149.2,6.0,59.2,1116.7,121.2,22.1,993.3,11.0,0.0,2.0,11.48
2016-05-01,Changping,197.0,197.1,13.0,39.8,1847.9,126.5,22.7,991.9,15.3,0.0,1.4,16.66
2016-05-02,Changping,50.5,86.7,2.0,19.4,335.4,55.2,14.8,999.7,8.3,0.5,2.3,4.49
2016-05-03,Changping,23.1,54.6,3.1,28.2,370.8,53.6,18.8,992.8,-3.3,0.0,3.3,2.3
2016-05-04,Changping,34.8,51.1,3.9,45.6,645.8,59.6,20.7,996.3,-1.0,0.0,1.9,3.34
2016-05-05,Changping,52.9,111.3,11.1,45.4,750.0,66.2,20.9,996.4,2.6,0.0,1.9,5.02
2016-05-06,Changping,50.2,187.9,2.1,18.8,283.3,74.4,19.9,1002.7,-5.1,0.0,4.2,5.7
2016-05-07,Changping,21.2,40.7,2.9,24.7,295.8,76.6,20.5,1008.0,-4.3,0.0,2.2,2.12
2016-05-08,Changping,59.3,100.2,9.4,44.7,612.5,78.8,19.6,1003.4,5.2,0.0,1.9,5.48
2016-05-09,Changping,30.1,57.0,3.3,32.9,375.0,45.8,17.6,1003.2,10.7,0.1,1.5,2.88
2016-05-10,Changping,33.9,54.7,2.2,33.5,383.3,78.2,20.6,1000.1,8.6,0.0,1.7,3.22
2016-05-11,Changping,151.9,161.1,6.8,35.3,1004.2,103.8,21.7,992.4,14.1,0.1,1.6,12.89
2016-05-12,Changping,29.5,44.6,2.0,29.8,333.3,55.0,17.5,1001.3,3.9,0.3,3.3,2.77
2016-05-13,Changping,24.5,47.5,5.5,36.2,408.3,59.8,17.1,1010.8,1.5,0.0,2.6,2.46
2016-05-14,Changping,35.8,42.5,2.7,33.6,420.8,55.9,14.0,1007.6,9.9,0.3,1.5,3.29
2016-05-15,Changping,19.5,26.1,2.8,25.5,391.7,42.5,17.4,1004.1,0.6,0.0,1.9,1.88
2016-05-16,Changping,15.4,38.5,2.4,32.6,583.3,61.4,22.3,998.6,1.5,0.0,2.4,1.97
2016-05-17,Changping,45.5,82.6,9.5,35.5,516.7,116.9,23.8,999.5,7.8,0.0,2.2,4.34
2016-05-18,Changping,57.8,97.2,6.4,35.4,408.3,111.8,23.7,1003.0,11.9,0.0,2.0,5.32
2016-05-19,Changping,81.5,103.2,8.0,35.6,675.0,133.6,23.3,1004.7,10.6,0.0,2.2,7.24
2016-05-20,Changping,90.1,105.0,14.5,41.5,1027.1,151.0,23.0,1006.6,9.8,0.0,2.0,8.03
2016-05-21,Changping,67.3,81.6,13.2,36.4,745.8,126.0,22.6,1009.6,8.3,0.0,1.7,6.08
2016-05-22,Changping,42.9,70.7,5.7,38.3,620.8,122.7,23.3,1008.3,6.4,0.0,1.7,4.11
2016-05-23,Changping,58.6,82.1,9.6,46.5,775.0,67.0,19.3,1001.1,10.4,0.2,2.0,5.36
2016-05-24,Changping,14.2,29.3,2.4,34.7,345.8,56.8,20.6,994.3,6.7,0.0,2.8,2.0
2016-05-25,Changping,12.5,21.3,2.7,23.7,300.0,73.8,21.2,997.1,6.8,0.0,2.2,1.47
2016-05-26,Changping,20.9,50.9,2.2,41.6,362.5,62.3,23.6,1000.3,3.9,0.0,2.8,2.49
2016-05-27,Changping,37.0,77.2,9.9,34.5,525.0,97.9,23.2,1000.2,7.0,0.0,2.1,3.62
2016-05-28,Changping,62.5,95.5,9.3,38.5,725.0,120.5,23.4,996.6,10.5,0.0,1.8,5.74
2016-05-29,Changping,19.9,44.0,3.1,22.6,404.2,95.7,25.2,997.5,1.5,0.0,2.2,2.05
2016-05-30,Changping,71.0,126.5,8.6,44.3,1033.3,154.2,26.0,994.0,12.1,0.0,1.5,6.62
2016-05-31,Changping,67.6,117.3,11.0,33.2,893.3,81.5,24.6,999.7,9.2,0.0,1.8,6.13
2016-06-01,Changping,74.1,83.5,4.4,40.4,669.2,92.0,24.1,1003.2,8.4,0.0,1.8,6.54
2016-06-02,Changping,87.2,93.2,5.5,40.4,675.0,134.8,24.8,1000.3,9.0,0.0,1.9,7.67
2016-06-03,Changping,92.0,107.8,11.0,62.5,929.2,113.8,23.8,997.2,10.4,0.0,1.4,8.25
2016-06-04,Changping,86.0,115.4,12.0,39.8,900.0,139.0,25.8,997.1,11.9,0.0,1.7,7.7
2016-06-05,Changping,80.5,107.2,11.2,46.4,854.2,135.6,24.7,1000.6,13.6,0.0,1.9,7.28
2016-06-06,Changping,69.2,83.2,5.8,32.4,766.7,132.3,24.3,1000.5,15.0,0.4,1.7,6.18
2016-06-07,Changping,58.9,72.8,2.0,38.6,729.2,85.1,22.5,1002.2,17.2,0.1,1.7,5.29
2016-06-08,Changping,93.3,97.3,2.5,36.6,975.0,114.6,24.3,999.2,17.4,0.0,1.7,8.1
2016-06-09,Changping,111.1,132.0,4.7,37.1,1058.3,132.9,26.4,996.4,16.0,0.2,2.6,9.66
2016-06-10,Changping,36.0,42.8,2.6,23.5,520.8,91.8,24.5,994.7,15.2,0.2,2.1,3.3
2016-06-11,Changping,7.0,18.0,2.2,22.8,420.8,71.0,26.3,998.3,8.5,0.0,3.0,1.35
2016-06-12,Changping,66.4,80.7,4.8,33.6,912.5,118.2,24.6,997.7,14.9,0.0,1.6,5.94
2016-06-13,Changping,30.8,31.5,2.0,23.2,379.2,62.4,19.4,994.5,16.9,0.7,1.4,2.8
2016-06-14,Changping,30.4,30.5,2.5,30.4,545.8,49.5,18.9,991.0,16.1,0.2,1.3,2.8
2016-06-15,Changping,14.4,23.2,2.0,26.3,508.3,82.0,24.2,993.0,14.3,0.0,1.5,1.64
2016-06-16,Changping,17.7,32.0,2.8,29.8,441.7,63.5,27.0,989.2,12.9,0.0,1.8,1.84
2016-06-17,Changping,18.0,34.2,2.2,24.5,454.2,66.4,25.1,989.3,13.7,0.0,1.7,1.83
2016-06-18,Changping,29.1,56.2,3.5,32.5,520.8,95.0,26.4,995.2,15.4,0.0,1.9,2.88
2016-06-19,Changping,36.7,62.4,2.5,31.4,516.7,117.1,27.8,995.8,13.6,0.0,1.7,3.52
2016-06-20,Changping,78.8,93.8,3.9,24.5,820.8,130.0,27.4,993.3,18.2,0.0,1.6,6.91
2016-06-21,Changping,59.8,71.2,2.5,19.6,579.2,122.2,26.9,992.8,19.4,0.0,1.9,5.28
2016-06-22,Changping,56.9,73.2,2.5,28.4,679.2,120.6,27.4,993.2,19.7,0.0,1.7,5.13
2016-06-23,Changping,58.9,74.5,2.3,34.3,870.8,92.0,28.4,994.0,16.3,0.0,1.5,5.28
2016-06-24,Changping,6.8,22.1,3.5,19.1,433.3,62.4,28.1,997.0,5.6,0.0,2.9,1.19
2016-06-25,Changping,14.4,30.5,2.3,20.4,554.2,85.1,30.9,997.9,7.9,0.0,2.6,1.54
2016-06-26,Changping,32.5,71.3,4.0,36.0,637.5,115.6,30.1,996.0,10.8,0.0,2.4,3.27
2016-06-27,Changping,47.6,79.7,3.2,37.8,562.5,109.6,25.6,994.3,14.9,0.2,1.8,4.47
2016-06-28,Changping,54.2,54.3,2.7,28.2,387.5,61.7,20.4,996.6,18.6,0.4,1.8,4.73
2016-06-29,Changping,96.4,96.8,2.0,27.6,583.3,94.0,24.1,995.4,19.6,0.0,1.3,8.23
2016-06-30,Changping,42.2,49.0,2.7,23.8,600.0,77.8,27.4,994.4,17.5,0.0,1.7,3.79
2016-07-01,Changping,7.8,18.3,2.0,15.5,429.2,79.5,27.5,994.9,11.6,0.0,1.8,1.21
2016-07-02,Changping,21.9,43.0,2.8,29.1,683.3,96.1,27.3,995.7,14.1,0.0,1.9,2.26
2016-07-03,Changping,63.1,89.3,4.2,31.7,1037.5,133.3,26.8,997.3,17.9,0.0,1.6,5.73
2016-07-04,Changping,123.5,150.8,3.6,24.7,1339.6,139.1,27.9,998.6,20.5,0.0,2.1,10.63
2016-07-05,Changping,83.8,101.2,3.7,24.0,1145.8,147.5,28.0,1001.3,18.5,0.0,2.2,7.36
2016-07-06,Changping,75.8,98.9,3.5,28.2,1020.8,143.7,28.2,1002.5,17.3,0.0,1.8,6.75
2016-07-07,Changping,94.7,123.9,4.6,27.0,1300.0,157.5,28.3,1001.8,18.6,0.0,2.0,8.34
2016-07-08,Changping,82.9,101.8,5.4,25.6,1283.3,121.5,28.4,999.2,21.2,0.0,2.3,7.27
2016-07-09,Changping,65.8,83.6,3.0,22.9,758.3,131.8,30.4,995.8,22.5,0.0,2.1,5.84
2016-07-10,Changping,80.4,103.8,3.5,19.7,908.3,138.3,31.1,993.4,22.2,0.0,1.9,7.05
2016-07-11,Changping,71.2,107.2,3.4,24.2,737.5,132.0,31.3,990.5,21.6,0.0,2.2,6.36
2016-07-12,Changping,27.1,39.0,2.8,19.2,612.5,64.3,27.1,991.4,21.6,0.7,1.7,2.52
2016-07-13,Changping,12.5,25.8,2.0,22.0,456.2,79.3,29.4,995.2,19.0,0.0,1.5,1.42
2016-07-14,Changping,30.1,57.0,3.2,36.9,820.8,80.2,27.1,997.4,18.6,0.2,1.6,2.98
2016-07-15,Changping,28.6,30.0,2.0,23.1,604.2,62.5,21.2,995.7,18.9,0.2,1.3,2.63
2016-07-16,Changping,25.4,34.1,2.8,29.3,741.7,40.2,22.0,994.7,16.9,0.0,1.0,2.41
2016-07-17,Changping,61.2,74.3,2.4,24.5,1093.8,124.2,25.8,997.8,18.3,0.0,1.4,5.46
2016-07-18,Changping,93.6,95.5,3.9,31.5,1233.3,98.9,25.6,998.6,20.4,0.0,1.6,8.08
2016-07-19,Changping,62.2,62.9,2.0,32.8,1033.3,44.7,23.5,998.8,21.7,0.9,1.1,5.42
2016-07-20,Changping,26.4,26.8,2.8,22.8,812.5,34.8,22.1,993.9,21.3,6.7,1.7,2.41
2016-07-21,Changping,15.8,19.2,2.0,24.8,841.7,34.3,24.1,992.0,22.4,0.3,1.2,1.57
2016-07-22,Changping,52.4,55.5,2.7,18.9,1116.7,92.0,27.3,992.0,23.7,0.0,1.3,4.62
2016-07-23,Changping,91.4,96.5,2.0,24.8,1183.3,100.4,28.6,992.3,24.6,1.0,1.7,7.86
2016-07-24,Changping,35.6,49.6,6.4,25.2,870.8,77.8,28.2,995.4,23.9,0.2,1.6,3.31
2016-07-25,Changping,35.1,39.1,2.0,31.7,850.0,53.9,27.7,993.5,24.2,0.2,1.4,3.22
2016-07-26,Changping,17.1,25.6,4.8,26.9,775.0,67.6,28.3,994.9,20.7,0.0,1.4,1.77
2016-07-27,Changping,26.2,41.7,2.2,27.7,845.8,110.9,27.8,993.2,20.2,0.4,1.8,2.61
2016-07-28,Changping,31.8,41.5,3.2,26.3,779.2,117.2,27.2,992.9,20.6,0.0,1.3,3.04
2016-07-29,Changping,103.5,111.0,2.0,40.2,1375.0,120.0,29.0,995.7,24.3,0.0,1.7,8.99
2016-07-30,Changping,114.6,116.6,2.8,47.6,1941.7,68.4,27.5,999.0,24.4,0.2,1.7,9.87
2016-07-31,Changping,39.2,41.6,2.0,35.1,1016.7,72.2,25.7,1000.2,22.6,0.1,1.4,3.61
2016-08-01,Changping,52.2,60.1,2.7,27.5,1158.3,97.8,28.5,1000.2,23.3,0.0,1.3,4.69
2016-08-02,Changping,32.4,40.6,2.0,17.5,887.5,89.8,29.4,1000.6,21.9,0.0,1.4,2.98
2016-08-03,Changping,25.6,44.7,2.7,21.0,745.8,97.3,29.8,1000.7,21.7,0.0,1.4,2.5
2016-08-04,Changping,71.0,94.8,2.0,28.2,1320.8,141.0,29.7,1000.8,23.5,0.0,1.8,6.36
2016-08-05,Changping,62.8,72.4,3.6,21.6,962.5,95.8,29.5,1000.5,23.2,0.0,1.8,5.51
2016-08-06,Changping,83.9,98.2,2.0,27.2,1016.7,108.3,29.1,997.0,23.9,0.2,1.8,7.3
2016-08-07,Changping,13.0,20.6,3.1,17.6,725.0,72.0,27.0,999.0,22.0,0.2,1.7,1.37
2016-08-08,Changping,20.4,34.6,2.0,24.5,816.7,85.0,27.9,1000.8,19.8,0.0,1.5,2.06
2016-08-09,Changping,38.7,62.5,4.7,27.8,1216.7,121.2,27.7,999.3,19.5,0.0,1.8,3.7
2016-08-10,Changping,69.3,90.1,2.1,28.8,1066.7,105.0,29.6,997.6,23.9,0.0,1.8,6.14
2016-08-11,Changping,88.1,109.6,3.1,31.1,1225.0,99.6,30.6,997.3,25.8,0.0,1.4,7.7
2016-08-12,Changping,62.2,70.0,2.0,55.4,1147.9,36.7,28.1,996.6,24.5,0.5,1.4,5.58
2016-08-13,Changping,17.8,32.5,4.4,35.2,812.5,19.3,26.2,997.1,20.4,0.0,1.5,2.05
2016-08-14,Changping,11.0,30.0,3.9,25.2,808.3,70.5,28.7,997.4,17.0,0.0,1.4,1.58
2016-08-15,Changping,13.8,28.6,2.9,28.9,604.2,57.7,24.8,999.2,18.5,0.0,1.5,1.74
2016-08-16,Changping,19.5,36.8,2.0,27.0,591.7,76.7,25.8,996.6,19.0,0.0,1.8,1.99
2016-08-17,Changping,43.3,60.3,2.8,36.6,883.3,32.8,24.6,995.4,21.2,0.2,1.0,3.94
2016-08-18,Changping,54.8,54.8,2.0,30.8,1620.8,33.3,22.9,993.2,22.2,0.9,1.0,4.8
2016-08-19,Changping,12.1,23.5,2.8,15.4,954.2,59.5,27.9,996.7,20.0,0.0,1.7,1.28
2016-08-20,Changping,37.4,51.2,2.0,24.4,975.0,85.8,26.8,999.9,21.1,0.0,1.4,3.45
2016-08-21,Changping,40.5,65.7,2.8,26.9,945.8,123.0,28.3,1000.4,21.6,0.0,1.5,3.83
2016-08-22,Changping,54.2,73.6,2.5,28.5,1158.3,108.6,28.2,1002.3,20.7,0.0,1.7,4.92
2016-08-23,Changping,65.7,86.0,3.2,35.4,1079.2,72.6,25.9,998.1,21.2,0.0,1.6,5.84
2016-08-24,Changping,63.4,85.1,2.4,32.8,1058.3,94.9,27.4,995.7,21.6,0.0,1.3,5.68
2016-08-25,Changping,9.6,18.5,2.8,16.5,554.2,58.0,27.0,1002.4,11.5,0.0,3.0,1.08
2016-08-26,Changping,7.6,21.5,2.1,24.4,866.7,54.0,23.8,1007.6,8.3,0.0,1.7,1.44
2016-08-27,Changping,11.4,29.2,5.6,33.9,512.5,38.7,23.8,1004.1,10.4,0.1,1.7,1.93
2016-08-28,Changping,8.9,21.4,3.4,23.8,312.5,56.7,26.3,1003.2,7.7,0.0,2.5,1.41
2016-08-29,Changping,14.8,39.3,3.3,30.1,450.0,70.4,24.4,1003.0,11.5,0.0,1.3,1.86
2016-08-30,Changping,20.0,44.5,2.1,28.7,295.8,101.0,25.5,997.2,13.3,0.0,1.5,2.1
2016-08-31,Changping,11.5,30.3,4.8,29.8,491.7,57.6,27.4,988.6,5.2,0.0,2.5,1.77
2016-09-01,Changping,6.5,21.7,3.3,34.6,666.7,45.4,24.5,987.8,5.8,0.0,2.1,1.88
2016-09-02,Changping,9.1,19.2,3.5,31.2,354.2,22.6,23.8,993.7,13.3,0.0,1.5,1.7
2016-09-03,Changping,16.1,36.8,2.4,32.7,204.2,55.8,24.9,998.2,15.7,0.0,1.5,1.95
2016-09-04,Changping,86.4,98.9,3.3,35.6,1279.2,97.2,24.3,1000.8,18.6,0.0,1.4,7.55
2016-09-05,Changping,27.0,31.4,2.2,38.8,491.7,47.1,24.2,1001.5,15.0,0.0,1.8,2.58
2016-09-06,Changping,12.0,28.5,5.0,34.3,580.2,39.0,25.2,999.6,12.6,0.0,1.8,1.95
2016-09-07,Changping,35.6,73.8,3.2,45.9,732.3,69.4,23.4,997.2,15.2,0.0,1.9,3.51
